CourseCode,CourseFullName
 MTED 184Z , Student Teaching III - Classroom Teaching
 MTED 394 , Secondary Mathematics Methods
 MTED 394F , Middle School Mathematics Methods
 ME 20 , Design and Graphics
 ME 30 , Computer Applications
 ME 41 , Machine Shop Operations and Safety
 ME 42 , Manufacturing and Machine Shop Projects and Practices
 ME 92 , International Program Studies
 ME 100 , Mechanical Engineering Career Development
 ME 101 , Dynamics
 ME 101H , Honors Dynamics
 ME 106 , Fundamentals of Mechatronics Engineering
 ME 109 , Heat Transfer in Electronics
 ME 110 , Manufacturing Processes
 ME 111 , Fluid Mechanics
 ME 113 , Thermodynamics
 ME 114 , Heat Transfer
 ME 115 , Thermal Engineering Laboratory
 ME 120 , Experimental Methods
 ME 130 , Applied Engineering Analysis
 ME 135 , Introduction to Composite Materials
 ME 136 , Design for Manufacturability
 ME 140 , Product Design and Prototyping
 ME 147 , Dynamic Systems Vibration and Control
 ME 149 , Engineering Acoustics
 ME 154 , Mechanical Engineering Design
 ME 157 , Mechanical System Design
 ME 160 , Introduction to Finite Element Method
 ME 165 , Computer-Aided Design in Mechanical Engineering
 ME 167 , Introduction to Engineering Biomechanics
 ME 168 , Microfluid Fabrication and Design
 ME 169 , Microelectromechanical Systems Fabrication and Design
 ME 170 , Solar Energy Engineering
 ME 172 , Alternative and Renewable Energy Resources
 ME 180 , Individual Studies
 ME 181 , Fundamentals of Biosensors
 ME 182 , Thermal Systems Design
 ME 183 , HVAC Systems Design
 ME 185 , Hybrid and Electric Vehicle Fundamentals
 ME 186 , Automotive Engineering
 ME 187 , Automatic Control Systems Design
 ME 189 , Design and Manufacture of Microsystems
 ME 190 , Mechatronics System Design
 ME 192 , Robotics and Manufacturing Systems
 ME 192I , International Program Studies
 ME 195A , Senior Design Project I
 ME 195B , Senior Design Project II
 ME 197 , Cooperative Education Project
 ME 198 , Technology and Civilization
 ME 199 , Special Topics in Mechanical Engineering
 ME 201 , Project Planning
 ME 210 , Advanced Thermodynamics
 ME 211 , Advanced Heat Transfer
 ME 221 , Viscous Flow Analysis and Computation
 ME 230 , Advanced Mechanical Engineering Analysis
 ME 240 , Rigid Body Dynamics
 ME 243 , Vibration of Mechanical Systems
 ME 250 , Precision Machine Design
 ME 256 , Product Design and Development
 ME 260 , Applied Stress Analysis
 ME 265 , Computer-Aided Mechanical Engineering Design
 ME 267 , Engineering Biomechanics
 ME 268 , 3D Printing and Additive Manufacturing
 ME 271 , Computational Fluid Dynamics for ME
 ME 273 , Finite Element Methods in Engineering
 ME 274 , Advanced Finite Element Methods In Engineering
 ME 280 , Automatic Control Engineering
 ME 281 , Advanced Control System Design
 ME 282 , Nonlinear and Adaptive Control
 ME 283 , Automatic Control of Manufacturing Processes
 ME 284 , Sensor Technology and Principles
 ME 285 , Mechatronic Systems Engineering
 ME 286 , Autonomous and Connected Vehicles
 ME 292 , International Program Studies
 ME 295A , Mechanical Engineering Project I
 ME 295B , Mechanical Engineering Project II
 ME 297 , Special Topics in Mechanical Engineering
 ME 298 , Special Project in Mechanical Engineering
 ME 299 , Master’s Thesis
 ME 1290R , Culminating Experience Supervision
 SMPD 202T , MPDM Seminars: Biomedical Business
 SMPD 281A , Clinical Development Seminar I
 SMPD 281B , Clinical Development Seminar II
 SMPD 283A ," Regulatory Affairs I, Biopharmaceutical"
 SMPD 283B , Regulatory Affairs II Device-Diagnostics
 SMPD 285 , MPDM Research / Practicum
 SMPD 286 , Statistical Methods in Clinical Trials
 SMPD 287 , Informatics in Drug and Device Development
 SMPD 289A , Special Topics in Clinical Trials Management I
 SMPD 289B , Clinical Trials Seminar II
 METR 10 , Weather and Climate
 METR 12 , Global Warming: Science and Solutions
 METR 40 , Weather Seminar
 METR 50 , Scientific Computing I
 METR 51 , Scientific Computing II
 METR 55 , Introduction to Broadcast Meteorology
 METR 60 , Meteorology I
 METR 61 , Meteorology II
 METR 71 , Introduction to Climate Science
 METR 100W , Writing Workshop: Meteorological Reports
 METR 112 , Global Climate Changes
 METR 113 , Atmospheric Pollution
 METR 115 , Wildfire in the Earth System
 METR 116 , Impacts of Extreme Weather under Climate Change
 METR 121A , Dynamic Meteorology
 METR 121B , Dynamic Meteorology
 METR 123 , Advanced Climatology
 METR 125 , Physical Meteorology
 METR 127 , Introduction to Atmospheric Chemistry
 METR 130 , Boundary Layer Meteorology
 METR 131 , Air Pollution Meteorology
 METR 135 , The Global Carbon Cycle
 METR 136 , Empirical Techniques in Meteorology
 METR 143C , Numerical Analysis and Scientific Computing
 METR 150 , Computers in Meteorology III
 METR 155 , Remote Sensing
 METR 160 , Tropical Meteorology
 METR 161 , Introduction to Hydrometeorology
 METR 163 , Meteorological Instrumentation
 METR 164 , Introduction to Fire Weather
 METR 165 , Mountain Meteorology
 METR 168A , Global Climate Change I
 METR 168B , Global Climate Change II
 METR 170A , Weather Briefing
 METR 170B , Weather Briefing
 METR 170C , Weather Briefing III
 METR 171A , Synoptic Weather Analysis and Forecasting
 METR 172 , Mesoscale Meteorology
 METR 173 , Global Climate Modeling
 METR 174 , Climate Change Capstone
 METR 179 , Topics in Senior Thesis
 METR 180 , Individual Studies
 METR 182 , Tutor Assistant in Meteorology
 METR 185 , Special Topics
 METR 192 , International Program Studies
 METR 202 , Research Methods in Meteorology
 METR 205 , Advanced Atmospheric and Climate Dynamics
 METR 206 , Advanced Synoptic Meteorology
 METR 209 , Adv Fire Behavior
 METR 215 , Advanced Physical Meteorology
 METR 225 , Topics in Advanced Atmosphere Dynamics
 METR 240 , Numerical Modeling
 METR 241 , Parameterization in NWP
 METR 280 , Recent Developments in Meteorology
 METR 285 , Colloquium
 METR 298 , Research
 METR 299 , Master’s Thesis or Project
 MICR 20 , General Bacteriology
 MICR 92 , International Program Studies
 MICR 101 , General Microbiology
 MICR 122 , Bacterial Diversity
 MICR 122L , Bacterial Diversity Laboratory
 MICR 123 , Food Microbiology
 MICR 123L , Food Microbiology Laboratory
 MICR 127 , Microbial Physiology
 MICR 127L , Microbial Physiology Laboratory
 MICR 140 , Hematology
 MICR 140L , Hematology Laboratory
 MICR 141 , Pathogenic Microbiology I
 MICR 141L , Pathogenic Microbiology I Laboratory
 MICR 142 , Pathogenic Microbiology II
 MICR 142L , Pathogenic Microbiology II Laboratory
 MICR 166 , Bacterial Genetics
 MICR 170 , General Virology
 MICR 180 , Individual Studies
 MICR 184 , Directed Reading
 MICR 192 , International Program Studies
 MICR 291A , Advanced Hematology
 MICR 291B , Advanced Pathophysiology
 MICR 291C , Advanced Human Immunology
 MICR 291D , Advanced Medical Microbiology
 MICR 291E , Advanced Immunohematology
 MICR 291F , Molecular Based Diagnostic Techniques
 MICR 291G , Clinical Laboratory Management
 MICR 292 , Topics and Demonstrations in Clinical Laboratory Science
 MICR 298 , Research
 MICR 299 , Master’s Thesis or Project
 MICR 1291 , Field Work in Clinical Laboratory Science
 MDES 90 , Bible History and Literature
 MDES 144 , Middle Eastern Politics
 MDES 145 , Middle Eastern Traditions
 MDES 156 ," Islam, Politics and the West"
 MDES 180 , Individual Studies
 MDES 183A , Art of Egypt and Mesopotamia
 MDES 183B , Art of Islam-Early Islam to the Seljuks
 MDES 183C , Art of Islam 13th-19th Century
 MDES 184 , Directed Reading
 MDES 189 , Feminist Perspectives on Gender and Religion
 MDES 192 , International Program Studies
 MILS 1A , Leadership & Personal Development
 MILS 1B , Introduction to Tactical Leadership
 MILS 2A , Innovative Team Leadership
 MILS 2B , Foundations of Tactical Leadership
 MILS 130A , Adaptive Team Leadership
 MILS 130B , Applied Team Leadership
 MILS 140A , Adaptive Leadership
 MILS 140B , Leadership in a Complex World
 MILS 180 , Individual Studies
 MILS 199 , American Military History
 MUSC 1A , Music Systems IA
 MUSC 1B , Music Systems IB
 MUSC 2A , Music Systems IIA
 MUSC 2B , Music Systems IIB
 MUSC 3A , Music Systems IIIA
 MUSC 3B , Music Systems IIIB
 MUSC 4A , Music Systems IVA
 MUSC 4B , Music Systems IVB
 MUSC 6 , Jazz Theory
 MUSC 8 , The Artist’s Way
 MUSC 9 , Music Fundamentals
 MUSC 10A , Music Appreciation
 MUSC 10B , Introduction to Music
 MUSC 10C , Pop and Rock in the U.S.
 MUSC 10D , Introduction to Hip Hop
 MUSC 12 , Medieval and Renaissance Music
 MUSC 13 , Music Technology
 MUSC 19 , Music in World Cultures
 MUSC 25A , Piano Proficiency I
 MUSC 25B , Piano Proficiency II
 MUSC 25C , Piano Proficiency III
 MUSC 26A , Voice Fundamentals
 MUSC 27A , Fundamentals of Jazz Keyboard I
 MUSC 27B , Fundamentals of Jazz Keyboard II
 MUSC 28 , Guitar Fundamentals
 MUSC 29 , Electro-Acoustics
 MUSC 29A , Electro-Acoustics 1
 MUSC 29AX , Applied Electro-Acoustic 1
 MUSC 29B , Electro-Acoustics 2
 MUSC 29BX , Applied Electro-Acoustic 2
 MUSC 29C , Electro-Acoustics 3
 MUSC 29CX , Applied Electro-Acoustic 3
 MUSC 29D , Electro-Acoustics 4
 MUSC 29DX , Applied Electro-Acoustic 4
 MUSC 30 , Piano
 MUSC 30A , Piano 1
 MUSC 30AX , Applied Piano 1
 MUSC 30B , Piano 2
 MUSC 30BX , Applied Piano 2
 MUSC 30C , Piano 3
 MUSC 30CX , Applied Piano 3
 MUSC 30D , Piano 4
 MUSC 30DX , Applied Piano 3
 MUSC 31 , Harpsichord or Organ
 MUSC 31A , Harpsichord or Organ 1
 MUSC 31B , Harpsichord or Organ 2
 MUSC 31C , Harpsichord or Organ 3
 MUSC 31D , Harpsichord or Organ 4
 MUSC 33 , Voice
 MUSC 33A , Voice 1
 MUSC 33AX , Applied Voice 1
 MUSC 33B , Voice 2
 MUSC 33BX , Applied Voice 2
 MUSC 33C , Voice 3
 MUSC 33CX , Applied Voice 3
 MUSC 33D , Voice 4
 MUSC 33DX , Applied Voice 4
 MUSC 33X , Applied Voice
 MUSC 34 , Strings
 MUSC 34A , Strings 1
 MUSC 34AX , Strings 1
 MUSC 34B , Strings 2
 MUSC 34BX , Strings 2
 MUSC 34C , Strings 3
 MUSC 34CX , Strings 3
 MUSC 34D , Strings 4
 MUSC 34DX , Strings 4
 MUSC 34X , Strings
 MUSC 35 , Woodwinds
 MUSC 35A , Woodwinds 1
 MUSC 35AX , Woodwinds 1
 MUSC 35B , Woodwinds 2
 MUSC 35BX , Woodwinds 2
 MUSC 35C , Woodwinds 3
 MUSC 35CX , Woodwinds 3
 MUSC 35D , Woodwinds 4
 MUSC 35DX , Woodwinds 4
 MUSC 36 , Brass
 MUSC 36B , Brass 1
 MUSC 36BX , Brass 1
 MUSC 36C , Brass 2
 MUSC 36CX , Brass 2
 MUSC 36D , Brass 3
 MUSC 36DX , Brass 3
 MUSC 36E , Brass 4
 MUSC 36EX , Brass 4
 MUSC 37 , Percussion
 MUSC 37A , Percussion 1
 MUSC 37AX , Applied Percussion 1
 MUSC 37B , Percussion 2
 MUSC 37BX , Applied Percussion 2
 MUSC 37C , Percussion 3
 MUSC 37CX , Applied Percussion 3
 MUSC 37D , Percussion 4
 MUSC 37DX , Applied Percussion 4
 MUSC 38 , Composition
 MUSC 38B , Composition 1
 MUSC 38BX , Applied Instruction in Music Composition 1
 MUSC 38C , Composition 2
 MUSC 38CX , Applied Instruction in Music Composition 2
 MUSC 38D , Composition 3
 MUSC 38DX , Applied Instruction in Music Composition 3
 MUSC 38E , Composition 4
 MUSC 38EX , Applied Instruction in Music Composition 4
 MUSC 38X , Applied Instruction in Music Composition
 MUSC 39A ," Jazz: Improvisation, Composition or Arranging 1"
 MUSC 39AX ," Jazz: Improvisation, Composition or Arranging 1"
 MUSC 39B ," Jazz: Improvisation, Composition or Arranging 2"
 MUSC 39BX ," Jazz: Improvisation, Composition or Arranging 2"
 MUSC 39C ," Jazz: Improvisation, Composition or Arranging 3"
 MUSC 39CX ," Jazz: Improvisation, Composition or Arranging 3"
 MUSC 39D ," Jazz: Improvisation, Composition and Arranging 4"
 MUSC 39DX ," Jazz: Improvisation, Composition or Arranging 4"
